year,month,TagName,question_count
"2019","11","sql","10475"
"2019","11","typescript","2617"
"2019","12","c#","7202"
"2019","12","css","3755"
"2019","12","html","6144"
"2019","12","java","23405"
"2019","12","javascript","14263"
"2019","12","php","5418"
"2019","12","python","20372"
"2019","12","r","99863"
"2019","12","sql","9300"
"2019","12","typescript","2412"
"2020","1","c#","7785"
"2020","1","css","4229"
"2020","1","html","6705"
"2020","1","java","26034"
"2020","1","javascript","15955"
"2020","1","php","6131"
"2020","1","python","22274"
"2020","1","r","110750"
"2020","1","sql","9935"
"2020","1","typescript","2513"
"2020","2","c#","7695"
"2020","2","css","4021"
"2020","2","html","6483"
"2020","2","java","25908"
"2020","2","javascript","15693"
"2020","2","php","5879"
"2020","2","python","22426"
"2020","2","r","109573"
"2020","2","sql","10241"
"2020","2","typescript","2579"
"2020","3","c#","7786"
"2020","3","css","4598"
"2020","3","html","7206"
"2020","3","java","28765"
"2020","3","javascript","17496"
"2020","3","php","5887"
"2020","3","python","25106"
"2020","3","r","117522"
"2020","3","sql","10522"
"2020","3","typescript","2715"
"2020","4","c#","8575"
"2020","4","css","5324"
"2020","4","html","8451"
"2020","4","java","33608"
"2020","4","javascript","20811"
"2020","4","php","6888"
"2020","4","python","30667"
"2020","4","r","137889"
"2020","4","sql","11490"
"2020","4","typescript","3257"
"2020","5","c#","8585"
"2020","5","css","5764"
"2020","5","html","8956"
"2020","5","java","33649"
"2020","5","javascript","21408"
"2020","5","php","6735"
"2020","5","python","32408"
"2020","5","r","140428"
"2020","5","sql","11574"
"2020","5","typescript","3303"
"2020","6","c#","7901"
"2020","6","css","5362"
"2020","6","html","8189"
"2020","6","java","30782"
"2020","6","javascript","19725"
"2020","6","php","6137"
"2020","6","python","29988"
"2020","6","r","129938"
"2020","6","sql","10981"
"2020","6","typescript","3045"
"2020","7","c#","7788"
"2020","7","css","5222"
"2020","7","html","8087"
"2020","7","java","30428"
"2020","7","javascript","19805"
"2020","7","php","6169"
"2020","7","python","29007"
"2020","7","r","126434"
"2020","7","sql","10696"
"2020","7","typescript","3127"
"2020","8","c#","7052"
"2020","8","css","4879"
"2020","8","html","7181"
"2020","8","java","27468"
"2020","8","javascript","17969"
"2020","8","php","5177"
"2020","8","python","25380"
"2020","8","r","113409"
"2020","8","sql","9462"
"2020","8","typescript","2813"
"2020","9","c#","6449"
"2020","9","css","4529"
"2020","9","html","6762"
"2020","9","java","25809"
"2020","9","javascript","16718"
"2020","9","php","4919"
"2020","9","python","23752"
"2020","9","r","108271"
"2020","9","sql","9312"
"2020","9","typescript","2795"
"2020","10","c#","6188"
"2020","10","css","4528"
"2020","10","html","6898"
"2020","10","java","25395"
"2020","10","javascript","16341"
"2020","10","php","4781"
"2020","10","python","24849"
"2020","10","r","107569"
"2020","10","sql","9182"
"2020","10","typescript","2803"
"2020","11","c#","5979"
"2020","11","css","4078"
"2020","11","html","6139"
"2020","11","java","24042"
"2020","11","javascript","15449"
"2020","11","php","4770"
"2020","11","python","23968"
"2020","11","r","102280"
"2020","11","sql","8970"
"2020","11","typescript","2537"
"2020","12","c#","5725"
"2020","12","css","4385"
"2020","12","html","6596"
"2020","12","java","23839"
"2020","12","javascript","15927"
"2020","12","php","4953"
"2020","12","python","24031"
"2020","12","r","102156"
"2020","12","sql","8653"
"2020","12","typescript","2496"
"2021","1","c#","6169"
"2021","1","css","4611"
"2021","1","html","6719"
"2021","1","java","24924"
"2021","1","javascript","16788"
"2021","1","php","4940"
"2021","1","python","24739"
"2021","1","r","106284"
"2021","1","sql","8840"
"2021","1","typescript","2684"
"2021","2","c#","5781"
"2021","2","css","4179"
"2021","2","html","5974"
"2021","2","java","22866"
"2021","2","javascript","15186"
"2021","2","php","4553"
"2021","2","python","23127"
"2021","2","r","100117"
"2021","2","sql","8421"
"2021","2","typescript","2549"
"2021","3","c#","6367"
"2021","3","css","4619"
"2021","3","html","6775"
"2021","3","java","25470"
"2021","3","javascript","16674"
"2021","3","php","4945"
"2021","3","python","25845"
"2021","3","r","112885"
"2021","3","sql","9672"
"2021","3","typescript","3099"
"2021","4","c#","5866"
"2021","4","css","4287"
"2021","4","html","6341"
"2021","4","java","23810"
"2021","4","javascript","15783"
"2021","4","php","4462"
"2021","4","python","24205"
"2021","4","r","103403"
"2021","4","sql","8844"
"2021","4","typescript","2806"
"2021","5","c#","5705"
"2021","5","css","4183"
"2021","5","html","6333"
"2021","5","java","23734"
"2021","5","javascript","15720"
"2021","5","php","4434"
"2021","5","python","24046"
"2021","5","r","101838"
"2021","5","sql","8582"
"2021","5","typescript","2743"
"2021","6","c#","5599"
"2021","6","css","4085"
"2021","6","html","6008"
"2021","6","java","22589"
"2021","6","javascript","14911"
"2021","6","php","4221"
"2021","6","python","22290"
"2021","6","r","98223"
"2021","6","sql","8477"
"2021","6","typescript","2792"
"2021","7","c#","5187"
"2021","7","css","4284"
"2021","7","html","6123"
"2021","7","java","21723"
"2021","7","javascript","14678"
"2021","7","php","4047"
"2021","7","python","22021"
"2021","7","r","94816"
"2021","7","sql","7987"
"2021","7","typescript","2736"
"2021","8","c#","5091"
"2021","8","css","4120"
"2021","8","html","5743"
"2021","8","java","21346"
"2021","8","javascript","14527"
"2021","8","php","4007"
"2021","8","python","21194"
"2021","8","r","93788"
"2021","8","sql","7870"
"2021","8","typescript","2857"
"2021","9","c#","5032"
"2021","9","css","3874"
"2021","9","html","5605"
"2021","9","java","21079"
"2021","9","javascript","14338"
"2021","9","php","3845"
"2021","9","python","20214"
"2021","9","r","91910"
"2021","9","sql","7672"
"2021","9","typescript","2816"
"2021","10","c#","5262"
"2021","10","css","3862"
"2021","10","html","5443"
"2021","10","java","20407"
"2021","10","javascript","13740"
"2021","10","php","3730"
"2021","10","python","21006"
"2021","10","r","90618"
"2021","10","sql","7510"
"2021","10","typescript","2869"
"2021","11","c#","5566"
"2021","11","css","3640"
"2021","11","html","5354"
"2021","11","java","20364"
"2021","11","javascript","13371"
"2021","11","php","3612"
"2021","11","python","21247"
"2021","11","r","89946"
"2021","11","sql","7628"
"2021","11","typescript","2746"
"2021","12","c#","5019"
"2021","12","css","3680"
"2021","12","html","5056"
"2021","12","java","19289"
"2021","12","javascript","13003"
"2021","12","php","3341"
"2021","12","python","20103"
"2021","12","r","85234"
"2021","12","sql","7206"
"2021","12","typescript","2654"
"2022","1","c#","5250"
"2022","1","css","3824"
"2022","1","html","5336"
"2022","1","java","20402"
"2022","1","javascript","13872"
"2022","1","php","3511"
"2022","1","python","20872"
"2022","1","r","91146"
"2022","1","sql","7177"
"2022","1","typescript","2969"
"2022","2","c#","5078"
"2022","2","css","3552"
"2022","2","html","4885"
"2022","2","java","18745"
"2022","2","javascript","12734"
"2022","2","php","3219"
"2022","2","python","20431"
"2022","2","r","86829"
"2022","2","sql","7072"
"2022","2","typescript","2855"
"2022","3","c#","5642"
"2022","3","css","3889"
"2022","3","html","5339"
"2022","3","java","20163"
"2022","3","javascript","13494"
"2022","3","php","3249"
"2022","3","python","22012"
"2022","3","r","94435"
"2022","3","sql","7751"
"2022","3","typescript","3054"
"2022","4","c#","5179"
"2022","4","css","3741"
"2022","4","html","5032"
"2022","4","java","19823"
"2022","4","javascript","13386"
"2022","4","php","3305"
"2022","4","python","20986"
"2022","4","r","86722"
"2022","4","sql","7103"
"2022","4","typescript","2715"
"2022","5","c#","5486"
"2022","5","css","3654"
"2022","5","html","5128"
"2022","5","java","19757"
"2022","5","javascript","13220"
"2022","5","php","3487"
"2022","5","python","20559"
"2022","5","r","88319"
"2022","5","sql","7458"
"2022","5","typescript","2799"
"2022","6","c#","5291"
"2022","6","css","3576"
"2022","6","html","4957"
"2022","6","java","18375"
"2022","6","javascript","12553"
"2022","6","php","3327"
"2022","6","python","19905"
"2022","6","r","85287"
"2022","6","sql","7105"
"2022","6","typescript","2865"
"2022","7","c#","5210"
"2022","7","css","3498"
"2022","7","html","4897"
"2022","7","java","18162"
"2022","7","javascript","12668"
"2022","7","php","3232"
"2022","7","python","20175"
"2022","7","r","84956"
"2022","7","sql","6761"
"2022","7","typescript","2944"
"2022","8","c#","5459"
"2022","8","css","3680"
"2022","8","html","4805"
"2022","8","java","18383"
"2022","8","javascript","12984"
"2022","8","php","3237"
"2022","8","python","19876"
"2022","8","r","86927"
"2022","8","sql","6958"
"2022","8","typescript","3059"
"2022","9","c#","4973"
"2022","9","css","3346"
"2022","9","html","4523"
"2022","9","java","16960"
"2022","9","javascript","11821"
"2022","9","php","2942"
"2022","9","python","18163"
"2022","9","r","79290"
"2022","9","sql","6446"
"2022","9","typescript","2876"
"2022","10","c#","5026"
"2022","10","css","3491"
"2022","10","html","4593"
"2022","10","java","16920"
"2022","10","javascript","11552"
"2022","10","php","2875"
"2022","10","python","19455"
"2022","10","r","80585"
"2022","10","sql","6589"
"2022","10","typescript","2763"
"2022","11","c#","5151"
"2022","11","css","3376"
"2022","11","html","4539"
"2022","11","java","17166"
"2022","11","javascript","11654"
"2022","11","php","2924"
"2022","11","python","20060"
"2022","11","r","84243"
"2022","11","sql","6833"
"2022","11","typescript","2907"
"2022","12","c#","4641"
"2022","12","css","3210"
"2022","12","html","4188"
"2022","12","java","15121"
"2022","12","javascript","10195"
"2022","12","php","2464"
"2022","12","python","16911"
"2022","12","r","74477"
"2022","12","sql","6028"
"2022","12","typescript","2736"
"2023","1","c#","4691"
"2023","1","css","3140"
"2023","1","html","3960"
"2023","1","java","14807"
"2023","1","javascript","9978"
"2023","1","php","2640"
"2023","1","python","15991"
"2023","1","r","75563"
"2023","1","sql","6084"
"2023","1","typescript","2735"
"2023","2","c#","4113"
"2023","2","css","2799"
"2023","2","html","3378"
"2023","2","java","12673"
"2023","2","javascript","8448"
"2023","2","php","2141"
"2023","2","python","13999"
"2023","2","r","67176"
"2023","2","sql","5403"
"2023","2","typescript","2489"
"2023","3","c#","4237"
"2023","3","css","2805"
"2023","3","html","3551"
"2023","3","java","13008"
"2023","3","javascript","8418"
"2023","3","php","1986"
"2023","3","python","13800"
"2023","3","r","68029"
"2023","3","sql","5387"
"2023","3","typescript","2488"
"2023","4","c#","3305"
"2023","4","css","2153"
"2023","4","html","2766"
"2023","4","java","10200"
"2023","4","javascript","6513"
"2023","4","php","1665"
"2023","4","python","10850"
"2023","4","r","53603"
"2023","4","sql","4100"
"2023","4","typescript","1975"
"2023","5","c#","3224"
"2023","5","css","2175"
"2023","5","html","2723"
"2023","5","java","9523"
"2023","5","javascript","6100"
"2023","5","php","1719"
"2023","5","python","10270"
"2023","5","r","51797"
"2023","5","sql","3939"
"2023","5","typescript","1898"
"2023","6","c#","3234"
"2023","6","css","1984"
"2023","6","html","2371"
"2023","6","java","9272"
"2023","6","javascript","5845"
"2023","6","php","1638"
"2023","6","python","9700"
"2023","6","r","49479"
"2023","6","sql","3754"
"2023","6","typescript","1736"
"2023","7","c#","3269"
"2023","7","css","2113"
"2023","7","html","2422"
"2023","7","java","9155"
"2023","7","javascript","5890"
"2023","7","php","1546"
"2023","7","python","9745"
"2023","7","r","48957"
"2023","7","sql","3426"
"2023","7","typescript","1918"
"2023","8","c#","3090"
"2023","8","css","1938"
"2023","8","html","2217"
"2023","8","java","8345"
"2023","8","javascript","5207"
"2023","8","php","1565"
"2023","8","python","8887"
"2023","8","r","46935"
"2023","8","sql","3158"
"2023","8","typescript","1846"
"2023","9","c#","2652"
"2023","9","css","1570"
"2023","9","html","1884"
"2023","9","java","7253"
"2023","9","javascript","4478"
"2023","9","php","1446"
"2023","9","python","7493"
"2023","9","r","41114"
"2023","9","sql","3097"
"2023","9","typescript","1642"
"2023","10","c#","2631"
"2023","10","css","1592"
"2023","10","html","1888"
"2023","10","java","6894"
"2023","10","javascript","4150"
"2023","10","php","1281"
"2023","10","python","7648"
"2023","10","r","40597"
"2023","10","sql","3031"
"2023","10","typescript","1442"
"2023","11","c#","2628"
"2023","11","css","1389"
"2023","11","html","1633"
"2023","11","java","6658"
"2023","11","javascript","3978"
"2023","11","php","1246"
"2023","11","python","7230"
"2023","11","r","39287"
"2023","11","sql","2969"
"2023","11","typescript","1393"
"2023","12","c#","2248"
"2023","12","css","1310"
"2023","12","html","1599"
"2023","12","java","5784"
"2023","12","javascript","3668"
"2023","12","php","1040"
"2023","12","python","6006"
"2023","12","r","33120"
"2023","12","sql","2392"
"2023","12","typescript","1217"
"2024","1","c#","2297"
"2024","1","css","1414"
"2024","1","html","1702"
"2024","1","java","6340"
"2024","1","javascript","3982"
"2024","1","php","1185"
"2024","1","python","6655"
"2024","1","r","37325"
"2024","1","sql","2659"
"2024","1","typescript","1331"
"2024","2","c#","2292"
"2024","2","css","1353"
"2024","2","html","1596"
"2024","2","java","5899"
"2024","2","javascript","3617"
"2024","2","php","1093"
"2024","2","python","6669"
"2024","2","r","35968"
"2024","2","sql","2675"
"2024","2","typescript","1300"
"2024","3","c#","2258"
"2024","3","css","1316"
"2024","3","html","1555"
"2024","3","java","6014"
"2024","3","javascript","3670"
"2024","3","php","1180"
"2024","3","python","6353"
"2024","3","r","35118"
"2024","3","sql","2443"
"2024","3","typescript","1286"
"2024","4","c#","2271"
"2024","4","css","1232"
"2024","4","html","1456"
"2024","4","java","5363"
"2024","4","javascript","3231"
"2024","4","php","1046"
"2024","4","python","6172"
"2024","4","r","33364"
"2024","4","sql","2434"
"2024","4","typescript","1182"
"2024","5","c#","2049"
"2024","5","css","1106"
"2024","5","html","1337"
"2024","5","java","4978"
"2024","5","javascript","3093"
"2024","5","php","980"
"2024","5","python","5717"
"2024","5","r","31505"
"2024","5","sql","2327"
"2024","5","typescript","1102"
"2024","6","c#","1667"
"2024","6","css","944"
"2024","6","html","1109"
"2024","6","java","3750"
"2024","6","javascript","2265"
"2024","6","php","817"
"2024","6","python","4443"
"2024","6","r","25208"
"2024","6","sql","1786"
"2024","6","typescript","915"
"2024","7","c#","1757"
"2024","7","css","860"
"2024","7","html","986"
"2024","7","java","3481"
"2024","7","javascript","2179"
"2024","7","php","738"
"2024","7","python","4402"
"2024","7","r","24786"
"2024","7","sql","1781"
"2024","7","typescript","929"
"2024","8","c#","1587"
"2024","8","css","807"
"2024","8","html","951"
"2024","8","java","3041"
"2024","8","javascript","1965"
"2024","8","php","694"
"2024","8","python","3887"
"2024","8","r","21916"
"2024","8","sql","1538"
"2024","8","typescript","829"
"2024","9","c#","1343"
"2024","9","css","655"
"2024","9","html","769"
"2024","9","java","2812"
"2024","9","javascript","1691"
"2024","9","php","563"
"2024","9","python","3178"
"2024","9","r","19426"
"2024","9","sql","1413"
"2024","9","typescript","740"
"2024","10","c#","1348"
"2024","10","css","638"
"2024","10","html","689"
"2024","10","java","2756"
"2024","10","javascript","1467"
"2024","10","php","577"
"2024","10","python","2924"
"2024","10","r","18075"
"2024","10","sql","1253"
"2024","10","typescript","622"
"2024","11","c#","1186"
"2024","11","css","524"
"2024","11","html","599"
"2024","11","java","2341"
"2024","11","javascript","1294"
"2024","11","php","488"
"2024","11","python","2661"
"2024","11","r","16139"
"2024","11","sql","1122"
"2024","11","typescript","621"
"2024","12","c#","916"
"2024","12","css","466"
"2024","12","html","511"
"2024","12","java","2122"
"2024","12","javascript","1128"
"2024","12","php","408"
"2024","12","python","2313"
"2024","12","r","14026"
"2024","12","sql","933"
"2024","12","typescript","499"
"2025","1","c#","992"
"2025","1","css","523"
"2025","1","html","539"
"2025","1","java","2117"
"2025","1","javascript","1150"
"2025","1","php","456"
"2025","1","python","2307"
"2025","1","r","14080"
"2025","1","sql","943"
"2025","1","typescript","545"
"2025","2","c#","908"
"2025","2","css","516"
"2025","2","html","509"
"2025","2","java","1903"
"2025","2","javascript","1034"
"2025","2","php","346"
"2025","2","python","2109"
"2025","2","r","13679"
"2025","2","sql","822"
"2025","2","typescript","496"
"2025","3","c#","906"
"2025","3","css","531"
"2025","3","html","461"
"2025","3","java","2009"
"2025","3","javascript","1089"
"2025","3","php","355"
"2025","3","python","2323"
"2025","3","r","14546"
"2025","3","sql","901"
"2025","3","typescript","491"
"2025","4","c#","631"
"2025","4","css","367"
"2025","4","html","353"
"2025","4","java","1554"
"2025","4","javascript","750"
"2025","4","php","254"
"2025","4","python","1771"
"2025","4","r","10828"
"2025","4","sql","624"
"2025","4","typescript","355"
"2025","5","c#","523"
"2025","5","css","372"
"2025","5","html","334"
"2025","5","java","1231"
"2025","5","javascript","605"
"2025","5","php","241"
"2025","5","python","1464"
"2025","5","r","8899"
"2025","5","sql","566"
"2025","5","typescript","322"
"2025","6","c#","450"
"2025","6","css","252"
"2025","6","html","263"
"2025","6","java","897"
"2025","6","javascript","458"
"2025","6","php","172"
"2025","6","python","1093"
"2025","6","r","7097"
"2025","6","sql","445"
"2025","6","typescript","220"
"2025","7","c#","412"
"2025","7","css","265"
"2025","7","html","241"
"2025","7","java","836"
"2025","7","javascript","429"
"2025","7","php","112"
"2025","7","python","1004"
"2025","7","r","5890"
"2025","7","sql","298"
"2025","7","typescript","187"
"2025","8","c#","319"
"2025","8","css","173"
"2025","8","html","164"
"2025","8","java","588"
"2025","8","javascript","289"
"2025","8","php","89"
"2025","8","python","755"
"2025","8","r","4408"
"2025","8","sql","237"
"2025","8","typescript","186"
"2025","9","c#","285"
"2025","9","css","191"
"2025","9","html","152"
"2025","9","java","598"
"2025","9","javascript","286"
"2025","9","php","111"
"2025","9","python","725"
"2025","9","r","4586"
"2025","9","sql","237"
"2025","9","typescript","145"
"2025","10","c#","286"
"2025","10","css","123"
"2025","10","html","138"
"2025","10","java","532"
"2025","10","javascript","264"
"2025","10","php","99"
"2025","10","python","672"
"2025","10","r","4080"
"2025","10","sql","224"
"2025","10","typescript","128"
"2025","11","c#","249"
"2025","11","css","130"
"2025","11","html","123"
"2025","11","java","467"
"2025","11","javascript","213"
"2025","11","php","90"
"2025","11","python","564"
"2025","11","r","3256"
"2025","11","sql","163"
"2025","11","typescript","99"
"2025","12","c#","192"
"2025","12","css","85"
"2025","12","html","99"
"2025","12","java","346"
"2025","12","javascript","150"
"2025","12","php","63"
"2025","12","python","425"
"2025","12","r","2517"
"2025","12","sql","134"
"2025","12","typescript","80"
"2026","1","c#","163"
"2026","1","css","91"
"2026","1","html","87"
"2026","1","java","357"
"2026","1","javascript","179"
"2026","1","php","60"
"2026","1","python","399"
"2026","1","r","2386"
"2026","1","sql","134"
"2026","1","typescript","78"
"2026","2","c#","80"
"2026","2","css","63"
"2026","2","html","61"
"2026","2","java","172"
"2026","2","javascript","76"
"2026","2","php","30"
"2026","2","python","213"
"2026","2","r","1370"
"2026","2","sql","100"
"2026","2","typescript","30"
